Area Type,Area Name,Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Quarter Employment Estimate,Projected Quarter Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
State,California,2020-2022,4,51-6031,Sewing Machine Operators,15100,19200,4100,27.2,2000,1840,7940,13.03,27115.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,51-6041,Shoe and Leather Workers and Repairers,1300,1500,200,15.4,200,130,530,16.37,34060.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-6051,"Sewers, Hand",1200,1600,400,33.3,230,150,780,15.56,32360.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-6052,"Tailors, Dressmakers, and Custom Sewers",3300,4200,900,27.3,620,380,1900,23.46,48801.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,1200,900,-300,-25.0,120,170,-10,13.84,28795.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1000,1000,0,0.0,110,160,270,17.52,36427.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-6093,Upholsterers,2400,2600,200,8.3,210,310,720,18.05,37543.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",1300,1500,200,15.4,160,220,580,14.18,29492.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,3,51-7000,Woodworkers,19400,20600,1200,6.2,1780,2810,5790,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,51-7011,Cabinetmakers and Bench Carpenters,10000,10500,500,5.0,860,1260,2620,17.58,36560.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-7021,Furniture Finishers,1400,1500,100,7.1,140,180,420,15.35,31909.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",2800,2900,100,3.6,160,490,750,15.01,31213.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",4000,4200,200,5.0,440,700,1340,15.75,32780.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-7099,"Woodworkers, All Other",1200,1300,100,8.3,160,150,410,18.07,37584.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,3,51-8000,Plant and System Operators,27500,27400,-100,-0.4,1490,3930,5320,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,51-8012,Power Distributors and Dispatchers,1100,1100,0,0.0,50,150,200,44.67,92921.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,51-8013,Power Plant Operators,3600,3600,0,0.0,150,520,670,46.90,97541.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,51-8021,Stationary Engineers and Boiler Operators,3000,3100,100,3.3,200,450,750,41.05,85371.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,51-8031,Water and Wastewater Treatment Plant and System Operators,11600,11600,0,0.0,710,1390,2100,35.62,74083.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,51-8091,Chemical Plant and System Operators,1200,1200,0,0.0,60,210,270,26.95,56054.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4400,4300,-100,-2.3,210,760,870,44.26,92060.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-8099,"Plant and System Operators, All Other",1500,1500,0,0.0,70,270,340,34.02,70764.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,3,51-9000,Other Production Occupations,233600,253200,19600,8.4,19660,39500,78760,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,51-9011,Chemical Equipment Operators and Tenders,2400,2500,100,4.2,120,430,650,24.42,50799.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",8200,9500,1300,15.9,450,1590,3340,22.99,47818.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2800,2900,100,3.6,170,500,770,16.12,33528.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9022,"Grinding and Polishing Workers, Hand",3400,3400,0,0.0,210,590,800,15.96,33190.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",13000,13900,900,6.9,810,2320,4030,18.46,38393.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9031,"Cutters and Trimmers, Hand",1000,1100,100,10.0,90,170,360,16.01,33302.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",4700,5100,400,8.5,410,800,1610,17.77,36959.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",4300,4500,200,4.7,340,610,1150,17.64,36683.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",53000,54700,1700,3.2,4280,9000,14980,20.12,41835.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9071,Jewelers and Precious Stone and Metal Workers,4000,4800,800,20.0,530,590,1920,20.09,41784.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,51-9081,Dental Laboratory Technicians,4300,4900,600,14.0,410,730,1740,20.12,41856.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9082,Medical Appliance Technicians,2000,2200,200,10.0,190,330,720,24.91,51813.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9083,Ophthalmic Laboratory Technicians,2200,2400,200,9.1,200,360,760,17.17,35699.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9111,Packaging and Filling Machine Operators and Tenders,42900,47500,4600,10.7,3990,6510,15100,14.83,30854.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",5900,6100,200,3.4,360,940,1500,0.00,0.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9122,"Painters, Transportation Equipment",5700,6800,1100,19.3,380,990,2470,0.00,0.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9123,"Painting, Coating, and Decorating Workers",1500,1600,100,6.7,90,240,430,15.95,33169.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9141,Semiconductor Processors,3700,3600,-100,-2.7,270,570,740,18.21,37881.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9151,Photographic Process Workers and Processing Machine Operators,2000,2500,500,25.0,200,490,1190,17.57,36539.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,51-9191,Adhesive Bonding Machine Operators and Tenders,1000,1000,0,0.0,70,190,260,16.02,33323.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1900,2000,100,5.3,250,360,710,17.06,35484.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9193,Cooling and Freezing Equipment Operators and Tenders,1000,1100,100,10.0,80,160,340,15.79,32821.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",4900,5200,300,6.1,400,720,1420,17.88,37185.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",5200,5500,300,5.8,330,830,1460,17.90,37226.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-9198,Helpers--Production Workers,25900,28100,2200,8.5,2870,5080,10150,14.31,29768.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,51-9199,"Production Workers, All Other",24800,28400,3600,14.5,1990,4170,9760,14.59,30332.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,2,53-0000,Transportation and Material Moving Occupations,1116900,1280000,163100,14.6,110760,193650,467510,16.48,34260.00,N/A,N/A,N/A
State,California,2020-2022,3,53-1000,Supervisors of Transportation and Material Moving Workers,42900,49100,6200,14.5,2920,6890,16010,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,53-1011,Aircraft Cargo Handling Supervisors,1000,1200,200,20.0,70,160,430,0.00,0.00,High school diploma or equivalent,<5 years,None
State,California,2020-2022,4,53-1048,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling",41900,47900,6000,14.3,2850,6730,15580,0.00,0.00,High school diploma or equivalent,<5 years,None
State,California,2020-2022,3,53-2000,Air Transportation Workers,31900,35100,3200,10.0,2630,4470,10300,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,53-2011,"Airline Pilots, Copilots, and Flight Engineers",9100,10100,1000,11.0,530,1410,2940,0.00,212322.00,Bachelor's degree,<5 years,Moderate-term on-the-job training
State,California,2020-2022,4,53-2012,Commercial Pilots,3600,3800,200,5.6,210,550,960,0.00,95024.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,53-2021,Air Traffic Controllers,2500,2600,100,4.0,120,350,570,70.92,147514.00,Associate's degree,None,Long-term on-the-job training
State,California,2020-2022,4,53-2022,Airfield Operations Specialists,1300,1500,200,15.4,70,200,470,28.44,59157.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,53-2031,Flight Attendants,15400,17200,1800,11.7,1710,1960,5470,0.00,59198.00,High school diploma or equivalent,<5 years,Moderate-term on-the-job training
State,California,2020-2022,3,53-3000,Motor Vehicle Operators,396900,447300,50400,12.7,40740,56720,147860,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1200,1300,100,8.3,140,240,480,15.62,32477.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,53-3021,"Bus Drivers, Transit and Intercity",27500,28100,600,2.2,4320,2700,7620,0.00,0.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,53-3022,"Bus Drivers, School or Special Client",28200,28900,700,2.5,4430,2770,7900,0.00,0.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,53-3031,Driver/Sales Workers,32100,37600,5500,17.1,2870,5050,13420,15.93,33130.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,53-3032,Heavy and Tractor-Trailer Truck Drivers,140900,157400,16500,11.7,12280,21630,50410,23.35,48580.00,Postsecondary non-degree award,None,Short-term on-the-job training
State,California,2020-2022,4,53-3033,Light Truck or Delivery Services Drivers,114400,135600,21200,18.5,10290,18130,49620,19.29,40119.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,53-3041,Taxi Drivers and Chauffeurs,48200,53300,5100,10.6,5450,5550,16100,0.00,0.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,3,53-4000,Rail Transportation Workers,5000,5200,200,4.0,310,690,1200,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,53-4031,Railroad Conductors and Yardmasters,1200,1300,100,8.3,50,190,340,35.90,74669.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,53-4041,Subway and Streetcar Operators,1000,1000,0,0.0,80,120,200,29.13,60588.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,3,53-5000,Water Transportation Workers,9800,10900,1100,11.2,590,1710,3400,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,3,53-6000,Other Transportation Workers,34800,43600,8800,25.3,3920,6900,19620,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,53-6021,Parking Lot Attendants,14700,20900,6200,42.2,1830,3610,11640,13.85,28816.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,53-6031,Automotive and Watercraft Service Attendants,6500,7800,1300,20.0,640,1480,3420,14.76,30683.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,53-6051,Transportation Inspectors,3600,3800,200,5.6,230,520,950,37.86,78745.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,53-6061,"Transportation Attendants, Except Flight Attendants",5500,6000,500,9.1,900,610,2010,13.87,28858.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,53-6099,"Transportation Workers, All Other",3700,4100,400,10.8,270,550,1220,0.00,0.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,3,53-7000,Material Moving Workers,595700,688800,93100,15.6,59650,116260,269010,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,53-7011,Conveyor Operators and Tenders,2100,2500,400,19.0,160,390,950,17.57,36531.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,53-7021,Crane and Tower Operators,3300,3500,200,6.1,220,580,1000,34.21,71154.00,High school diploma or equivalent,<5 years,Moderate-term on-the-job training
State,California,2020-2022,4,53-7032,Excavating and Loading Machine and Dragline Operators,2800,2900,100,3.6,210,470,780,0.00,0.00,High school diploma or equivalent,<5 years,Moderate-term on-the-job training
State,California,2020-2022,4,53-7051,Industrial Truck and Tractor Operators,60100,69100,9000,15.0,3870,10670,23540,18.37,38221.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,53-7061,Cleaners of Vehicles and Equipment,51500,60700,9200,17.9,5590,10750,25540,13.92,28951.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",347400,409800,62400,18.0,34200,70980,167580,15.17,31554.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,53-7063,Machine Feeders and Offbearers,7400,8100,700,9.5,780,1260,2740,15.57,32383.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,53-7064,"Packers and Packagers, Hand",94200,102900,8700,9.2,11790,16610,37100,13.20,27458.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,53-7081,Refuse and Recyclable Material Collectors,14600,15100,500,3.4,1620,2480,4600,27.31,56813.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,53-7199,"Material Moving Workers, All Other",10500,12300,1800,17.1,1090,1780,4670,14.53,30227.00,No formal educational credential,None,Short-term on-the-job training
