Area Type,Area Name (County Names),Period,Series Code,Industry Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change
State,California,2018-2028,42451200,Book Stores and News Dealers,9000,5900,-3100,-34.4
State,California,2018-2028,42452000,General Merchandise Stores,292800,292900,100,0.0
State,California,2018-2028,42452200,Department Stores,113600,74700,-38900,-34.2
State,California,2018-2028,42452300,"General Merchandise Stores, including Warehouse Clubs and Supercenters",179200,218200,39000,21.8
State,California,2018-2028,42453000,Miscellaneous Store Retailers,91100,83000,-8100,-8.9
State,California,2018-2028,42453200,"Office Supplies, Stationery, and Gift Stores",30000,18100,-11900,-39.7
State,California,2018-2028,42453300,Used Merchandise Stores,18300,19700,1400,7.7
State,California,2018-2028,42453900,Other Miscellaneous Store Retailers,37900,41400,3500,9.2
State,California,2018-2028,42454000,Nonstore Retailers,62900,84800,21900,34.8
State,California,2018-2028,42454100,Electronic Shopping and Mail-Order Houses,52500,75300,22800,43.4
State,California,2018-2028,43000000,"Transportation, Warehousing, and Utilities",664600,790000,125400,18.9
State,California,2018-2028,43220000,Utilities,56600,53800,-2800,-4.9
State,California,2018-2028,43221100,"Electric Power Generation, Transmission and Distribution",18500,17500,-1000,-5.4
State,California,2018-2028,43221200,Natural Gas Distribution,33100,31100,-2000,-6.0
State,California,2018-2028,43400089,Transportation and Warehousing,608000,736200,128200,21.1
State,California,2018-2028,43481000,Air Transportation,56500,51100,-5400,-9.6
State,California,2018-2028,43481100,Scheduled Air Transportation,51600,46700,-4900,-9.5
State,California,2018-2028,43484000,Truck Transportation,128200,149200,21000,16.4
State,California,2018-2028,43484100,General Freight Trucking,88200,108100,19900,22.6
State,California,2018-2028,43484200,Specialized Freight Trucking,40000,41100,1100,2.8
State,California,2018-2028,43485000,Transit and Ground Passenger Transportation,48800,52800,4000,8.2
State,California,2018-2028,43488000,Support Activities for Transportation,110900,121900,11000,9.9
State,California,2018-2028,43488300,Support Activities for Water Transportation,22200,23900,1700,7.7
State,California,2018-2028,43488400,Support Activities for Road Transportation,15400,16100,700,4.5
State,California,2018-2028,43488500,Freight Transportation Arrangement,32500,37000,4500,13.8
State,California,2018-2028,43492000,Couriers and Messengers,93900,123100,29200,31.1
State,California,2018-2028,43493000,Warehousing and Storage,145800,215100,69300,47.5
State,California,2018-2028,50000000,Information,543200,628200,85000,15.6
State,California,2018-2028,50511000,Publishing Industries (except Internet),115100,138900,23800,20.7
State,California,2018-2028,50511100,"Newspaper, Periodical, Book, and Directory Publishers",26300,17800,-8500,-32.3
State,California,2018-2028,50511200,Software Publishers,88800,121100,32300,36.4
State,California,2018-2028,50512000,Motion Picture and Sound Recording Industries,158500,174500,16000,10.1
State,California,2018-2028,50512100,Motion Picture and Video Industries,154400,170600,16200,10.5
State,California,2018-2028,50515000,Broadcasting (except Internet),44800,43200,-1600,-3.6
State,California,2018-2028,50515100,Radio and Television Broadcasting,30400,32100,1700,5.6
State,California,2018-2028,50515200,Cable and Other Subscription Programming,14400,11100,-3300,-22.9
State,California,2018-2028,50517000,Telecommunications,71400,69000,-2400,-3.4
State,California,2018-2028,50517311,Wired Telecommunications Carriers,49400,49100,-300,-0.6
State,California,2018-2028,50518000,"Data Processing, Hosting, and Related Services",47000,66700,19700,41.9
State,California,2018-2028,50519000,Other Information Services,106300,135900,29600,27.8
State,California,2018-2028,55000000,Financial Activities,837900,863200,25300,3.0
State,California,2018-2028,55520000,Finance and Insurance,543400,554900,11500,2.1
State,California,2018-2028,55522000,Credit Intermediation and Related Activities,243900,241300,-2600,-1.1
State,California,2018-2028,55522100,Depository Credit Intermediation,140000,127100,-12900,-9.2
State,California,2018-2028,55522200,Nondepository Credit Intermediation,62300,68700,6400,10.3
State,California,2018-2028,55522300,Activities Related to Credit Intermediation,41700,45500,3800,9.1
State,California,2018-2028,55523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",96600,102000,5400,5.6
State,California,2018-2028,55523100,Securities and Commodity Contracts Intermediation and Brokerage,33500,34000,500,1.5
State,California,2018-2028,55523900,Other Financial Investment Activities,62900,67800,4900,7.8
State,California,2018-2028,55524000,Insurance Carriers and Related Activities,202900,211600,8700,4.3
State,California,2018-2028,55524100,Insurance Carriers,82000,81300,-700,-0.9
State,California,2018-2028,55524200,"Agencies, Brokerages, and Other Insurance Related Activities",120900,130300,9400,7.8
State,California,2018-2028,55530000,Real Estate and Rental and Leasing,294600,308300,13700,4.7
State,California,2018-2028,55531000,Real Estate,226800,243300,16500,7.3
State,California,2018-2028,55531100,Lessors of Real Estate,65600,67000,1400,2.1
State,California,2018-2028,55531200,Offices of Real Estate Agents and Brokers,51200,53000,1800,3.5
State,California,2018-2028,55531300,Activities Related to Real Estate,110000,123300,13300,12.1
State,California,2018-2028,55532000,Rental and Leasing Services,65400,63000,-2400,-3.7
State,California,2018-2028,55532100,Automotive Equipment Rental and Leasing,24900,26300,1400,5.6
State,California,2018-2028,55532200,Consumer Goods Rental,16000,14600,-1400,-8.8
State,California,2018-2028,55532300,General Rental Centers,3200,2600,-600,-18.8
State,California,2018-2028,55532400,Commercial and Industrial Machinery and Equipment Rental and Leasing,21300,19500,-1800,-8.5
State,California,2018-2028,60000000,Professional and Business Services,2669400,2939800,270400,10.1
State,California,2018-2028,60540000,"Professional, Scientific, and Technical Services",1282300,1438800,156500,12.2
State,California,2018-2028,60541100,Legal Services,141600,142900,1300,0.9
State,California,2018-2028,60541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",129300,133500,4200,3.2
State,California,2018-2028,60541300,"Architectural, Engineering, and Related Services",180000,188500,8500,4.7
State,California,2018-2028,60541400,Specialized Design Services,24300,24700,400,1.6
State,California,2018-2028,60541500,Computer Systems Design and Related Services,325200,377700,52500,16.1
State,California,2018-2028,60541600,"Management, Scientific, and Technical Consulting Services",203600,249700,46100,22.6
State,California,2018-2028,60541700,Scientific Research and Development Services,138900,171500,32600,23.5
State,California,2018-2028,60541800,"Advertising, Public Relations, and Related Services",65300,64400,-900,-1.4
State,California,2018-2028,60541900,"Other Professional, Scientific, and Technical Services",74200,85900,11700,15.8
State,California,2018-2028,60550000,Management of Companies and Enterprises,255800,265900,10100,3.9
State,California,2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,1131400,1235100,103700,9.2
State,California,2018-2028,60561000,Administrative and Support Services,1079300,1177200,97900,9.1
State,California,2018-2028,60561100,Office Administrative Services,71900,75300,3400,4.7
State,California,2018-2028,60561200,Facilities Support Services,14100,14300,200,1.4
State,California,2018-2028,60561300,Employment Services,486900,546200,59300,12.2
State,California,2018-2028,60561400,Business Support Services,60200,63400,3200,5.3
State,California,2018-2028,60561500,Travel Arrangement and Reservation Services,24700,15800,-8900,-36.0
State,California,2018-2028,60561600,Investigation and Security Services,149000,161200,12200,8.2
State,California,2018-2028,60561700,Services to Buildings and Dwellings,240100,268000,27900,11.6
State,California,2018-2028,60561900,Other Support Services,32300,33000,700,2.2
State,California,2018-2028,60562000,Waste Management and Remediation Services,52000,57900,5900,11.3
State,California,2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",2722200,3246800,524600,19.3
State,California,2018-2028,65610000,Educational Services (Private),373600,429600,56000,15.0
State,California,2018-2028,65611100,Elementary and Secondary Schools,95600,102500,6900,7.2
State,California,2018-2028,65611200,Junior Colleges,2600,2500,-100,-3.8
State,California,2018-2028,65611300,"Colleges, Universities, and Professional Schools",158100,183600,25500,16.1
State,California,2018-2028,65611600,Other Schools and Instruction,71500,87900,16400,22.9
State,California,2018-2028,65620000,Health Care and Social Assistance,2348600,2817200,468600,20.0
State,California,2018-2028,65621000,Ambulatory Health Care Services,839100,1025800,186700,22.3
State,California,2018-2028,65621100,Offices of Physicians,240200,264900,24700,10.3
State,California,2018-2028,65621200,Offices of Dentists,131600,151300,19700,15.0
State,California,2018-2028,65621300,Offices of Other Health Practitioners,98100,128000,29900,30.5
State,California,2018-2028,65621400,Outpatient Care Centers,213200,288900,75700,35.5
State,California,2018-2028,65621500,Medical and Diagnostic Laboratories,36100,45500,9400,26.0
State,California,2018-2028,65621600,Home Health Care Services,90800,111800,21000,23.1
State,California,2018-2028,65621900,Other Ambulatory Health Care Services,29100,35400,6300,21.6
State,California,2018-2028,65622000,Hospitals (Private),400700,448700,48000,12.0
State,California,2018-2028,65622100,General Medical and Surgical Hospitals,377200,418400,41200,10.9
State,California,2018-2028,65622200,Psychiatric and Substance Abuse Hospitals,8400,9600,1200,14.3
State,California,2018-2028,65622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,15200,20700,5500,36.2
State,California,2018-2028,65623000,Nursing and Residential Care Facilities,301900,342400,40500,13.4
State,California,2018-2028,65623100,Nursing Care Facilities (Skilled Nursing Facilities),138200,158300,20100,14.5
State,California,2018-2028,65623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",55100,59400,4300,7.8
State,California,2018-2028,65623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,95800,113800,18000,18.8
State,California,2018-2028,65623900,Other Residential Care Facilities,12800,10900,-1900,-14.8
State,California,2018-2028,65624000,Social Assistance,806900,1000300,193400,24.0
State,California,2018-2028,65624100,Individual and Family Services,673900,855100,181200,26.9
State,California,2018-2028,65624200,"Community Food and Housing, and Emergency and Other Relief Services",20900,24000,3100,14.8
State,California,2018-2028,65624300,Vocational Rehabilitation Services,36700,37300,600,1.6
State,California,2018-2028,65624400,Child Day Care Services,75400,83900,8500,11.3
State,California,2018-2028,70000000,Leisure and Hospitality,1993200,2251400,258200,13.0
State,California,2018-2028,70710000,"Arts, Entertainment, and Recreation",316200,350500,34300,10.8
State,California,2018-2028,70711000,"Performing Arts, Spectator Sports, and Related Industries",79200,83200,4000,5.1
State,California,2018-2028,70711100,Performing Arts Companies,15100,14800,-300,-2.0
State,California,2018-2028,70711200,Spectator Sports,16700,17500,800,4.8
State,California,2018-2028,70711500,"Independent Artists, Writers, and Performers",15000,16000,1000,6.7
State,California,2018-2028,70712000,"Museums, Historical Sites, and Similar Institutions",19700,23700,4000,20.3
State,California,2018-2028,70713000,"Amusement, Gambling, and Recreation Industries",217300,243600,26300,12.1
State,California,2018-2028,70713100,Amusement Parks and Arcades,47900,57600,9700,20.3
State,California,2018-2028,70713200,Gambling Industries,16700,18000,1300,7.8
State,California,2018-2028,70713900,Other Amusement and Recreation Industries,152700,168000,15300,10.0
State,California,2018-2028,70720000,Accommodation and Food Services,1676900,1900900,224000,13.4
State,California,2018-2028,70721000,Accommodation,232600,237500,4900,2.1
State,California,2018-2028,70722000,Food Services and Drinking Places,1444300,1663400,219100,15.2
State,California,2018-2028,70722300,Special Food Services,73900,75600,1700,2.3
State,California,2018-2028,70722400,Drinking Places (Alcoholic Beverages),33400,35500,2100,6.3
State,California,2018-2028,70722500,Restaurants and Other Eating Places,1337100,1552300,215200,16.1
State,California,2018-2028,70722511,Full-Service Restaurants,654500,768200,113700,17.4
State,California,2018-2028,70722590,Limited-Service Eating Places,682600,784100,101500,14.9
State,California,2018-2028,80000000,Other Services (excludes 814-Private Household Workers),571700,601500,29800,5.2
State,California,2018-2028,80811000,Repair and Maintenance,159500,162300,2800,1.8
State,California,2018-2028,80811100,Automotive Repair and Maintenance,121400,124700,3300,2.7
State,California,2018-2028,80811300,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,18300,19000,700,3.8
State,California,2018-2028,80811400,Personal and Household Goods Repair and Maintenance,9100,9300,200,2.2
State,California,2018-2028,80812000,Personal and Laundry Services,181600,194500,12900,7.1
State,California,2018-2028,80812100,Personal Care Services,84800,92900,8100,9.6
State,California,2018-2028,80812300,Drycleaning and Laundry Services,34600,31200,-3400,-9.8
State,California,2018-2028,80812900,Other Personal Services,51100,58300,7200,14.1
State,California,2018-2028,80813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",230700,244700,14000,6.1
State,California,2018-2028,80813100,Religious Organizations,94500,97700,3200,3.4
State,California,2018-2028,80813200,Grantmaking and Giving Services,25900,27000,1100,4.2
State,California,2018-2028,80813300,Social Advocacy Organizations,26900,31900,5000,18.6
State,California,2018-2028,80813400,Civic and Social Organizations,41900,45600,3700,8.8
State,California,2018-2028,80813900,"Business, Professional, Labor, Political, and Similar Organizations",41400,42500,1100,2.7
State,California,2018-2028,90000000,Government,2581600,2660100,78500,3.0
State,California,2018-2028,90910000,Federal Government,246200,247400,1200,0.5
State,California,2018-2028,90940000,State and Local Government,2335400,2412700,77300,3.3
State,California,2018-2028,90920000,State Government,534000,562900,28900,5.4
State,California,2018-2028,90921611,State Government Education,263300,287500,24200,9.2
State,California,2018-2028,90922000,State Government Excluding Education,270800,275400,4600,1.7
State,California,2018-2028,90930000,Local Government,1801300,1849800,48500,2.7
State,California,2018-2028,90931611,Local Government Education,982400,1008100,25700,2.6
State,California,2018-2028,90932000,Local Government Excluding Education,818900,841700,22800,2.8
Metropolitan Area,Chico MSA (Butte County),2018-2028,000001,Total Employment,91500,96400,4900,5.4
Metropolitan Area,Chico MSA (Butte County),2018-2028,006010,Self Employment,5800,6000,200,3.4
Metropolitan Area,Chico MSA (Butte County),2018-2028,008010,Private Household Workers,100,100,0,0.0
Metropolitan Area,Chico MSA (Butte County),2018-2028,11000000,Total Farm,3100,3100,0,0.0
Metropolitan Area,Chico MSA (Butte County),2018-2028,0,Total Nonfarm,82500,87200,4700,5.7
Metropolitan Area,Chico MSA (Butte County),2018-2028,15000000,"Mining, Logging, and Construction",4300,4800,500,11.6
Metropolitan Area,Chico MSA (Butte County),2018-2028,30000000,Manufacturing,4300,4100,-200,-4.7
Metropolitan Area,Chico MSA (Butte County),2018-2028,40000000,"Trade, Transportation, and Utilities",14700,15100,400,2.7
Metropolitan Area,Chico MSA (Butte County),2018-2028,41000000,Wholesale Trade,2100,2100,0,0.0
Metropolitan Area,Chico MSA (Butte County),2018-2028,42000000,Retail Trade,11100,11200,100,0.9
Metropolitan Area,Chico MSA (Butte County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",1600,1800,200,12.5
Metropolitan Area,Chico MSA (Butte County),2018-2028,50000000,Information,900,800,-100,-11.1
Metropolitan Area,Chico MSA (Butte County),2018-2028,55000000,Financial Activities,3300,3400,100,3.0
